,msg_sender,sender_text,quoted_sender,quoted_text,msg_datetime,read_more_btn
243,Sajal,"From SCL,
As per local e.co concern, power issue exists on site, e.co team is on the way",Md. Hasib Ur Rahman,"Incident Notification:
6 2G, 6 3G & 6 4G Sites in Mymensingh are down
Severity: C3
FT: 19:27_23/01
ERT: 4 hrs
POP: MYISG18
Cause: Suspecting fiber issue at SCL end
Area: Gauripur, Ishwarganj & Kendua
Unit: SCL
Tracking ID: RDTXM2301231927",2023-01-23 19:42,
244,Md. Hasib Ur Rahman,"Close Notification:
20 2G & 21 4G Sites in Rajshahi are up
Severity: C3
FT: 18:41_23/01
RT: 19:35_23/01
DUR: 00:54
POP: RSRJP13,RSRJP18,RSBLA24
Cause: Dual fiber cut at FHL end
Action: FHL team resolved the issue
Area: Boalia Thana, Paba & Rajpara Thana
Unit: FHL
Tracking ID: RDTXM2301231841",Md. Hasib Ur Rahman,"Incident Notification:
20 2G & 21 4G Sites in Rajshahi are down
Severity: C3
FT: 18:41_23/01
ERT: 4 hrs
POP: RSRJP13,RSRJP18,RSBLA24
Cause: Suspecting fiber issue at FHL end
Area: Boalia Thana, Paba & Rajpara Thana
Unit: FHL
Tracking ID: RDTXM2301231841",2023-01-23 19:47,
245,aklash vai,"Dear RAN_FLS mates, Please have the updated disaster lock/unlock macro",,,2023-01-23 19:56,
246,Md. Hasib Ur Rahman,"Close Notification:
3 2G & 3 4G Sites in Kushtia are stable
Severity: C3
FT: 18:18_23/01
RT: 18:30_23/01
DUR: 00:12
POP: PBSTH05
Cause: Outage occurred due to CR_581766 activity.
CR Slogan: Inactive MW Link Dismantle @ Kustia
Action: Concern team resolved the issue
Remarks: CR window and duration exceeded 
Area: Santhia & Sujanagar
Unit: Access Network Rollout_2(3G)
TT: INC000017934422",Md. Hasib Ur Rahman,"Incident Notification:
3 2G & 3 4G Sites in Kushtia are fluctuating
Severity: C3
FT: 18:18_23/01
ERT: 4 hrs
POP: PBSTH05
Cause: Suspecting fiber issue at FHL end
Area: Santhia & Sujanagar
Unit: FHL 
Tracking ID: RDTXM2301231818",2023-01-23 20:01,
247,Md. Hasib Ur Rahman,"Update of Site Down at 20:00 On 23-01-2023

Region: 2G/3G/4G
National: 35/18/35

DHK_M: 1/0/0
DHK_N: 1/2/6
DHK_S: 1/1/1
DHK_O: 2/0/1
CTG_M: 0/0/0
CTG_N: 1/0/0
CTG_S: 2/0/2
COM: 5/0/4
NOA: 1/0/0
SYL: 1/0/1
MYM: 14/14/14-C3 incident
BAR: 3/1/3
KHL: 0/0/0
KUS: 0/0/0
RAJ: 3/0/3
RANG: 0/0/0",,,2023-01-23 20:03,
248,Md. Hasib Ur Rahman,preparing,Alauddin Vai,plz share close,2023-01-23 16:48,
249,Md. Hasib Ur Rahman,"Close Notification:
17 2G, 15 3G & 16 4G Sites in Dhaka North & Dhaka Outer are up
Severity: C3
FT: 16:22_23/01
RT: 16:22_23/01
DUR: 00:10
POP: NSMND05/NSMND24
Cause: Suspecting power issue at NSMND05. Formal RCA will cover the details investigation & its findings.
Remarks: Power reboot log found at FHL Router.
Area: Belabo, Manohardi & Savar
Unit: e.co
TT: INC000017933737",Md. Hasib Ur Rahman,Restored,2023-01-23 16:56,
250,Md. Hasib Ur Rahman,"Incident Notification:
4 2G & 4 4G Sites in Comilla are down
Severity: C3
FT: 16:40_23/01
ERT: 4 hrs
POP: CMNKT15
Cause: Suspecting fiber issue at FHL end
Area: Laksam & Nangalkot
Unit: FHL
Tracking ID: RDTXM2301231640",,,2023-01-23 16:59,
251,Md. Hasib Ur Rahman,"Update of Site Down at 17:00 On 23-01-2023

Region: 2G/3G/4G
National: 33/16/33

DHK_M: 2/1/1
DHK_N: 4/3/9
DHK_S: 2/2/2
DHK_O: 5/2/5
CTG_M: 0/0/0
CTG_N: 2/0/1
CTG_S: 2/2/1
COM: 8/1/7
NOA: 1/1/0
SYL: 0/0/0
MYM: 4/3/4
BAR: 1/1/1
KHL: 0/0/0
KUS: 1/0/1
RAJ: 1/0/1
RANG: 0/0/0",,,2023-01-23 17:14,
252,Alauddin Vai,"DG sites update at 17:00 on 23-01-2023

CC:3
CMNKT15(Edotco): 16:40 23-01-23
CGFTK59(Edotco): 15:36 23-01-23
CMNKT44(AT): 15:23 23-01-23

DHK:1
MNSRK04(Edotco): 16:18 23-01-23


@Shifat Bro, plz check RC",,,2023-01-23 17:23,
253,Shifat,"Dear vaia, Please have the feedback 

CMNKT15 (Edotco): O&M down due to Heartbeat Failure with No power alarm. Need to check form TX part
CGFTK59 (Edotco): O&M down due to Heartbeat Failure with DC LOW  alarm. Need to check power issue
CMNKT44 (AT): O&M down due to Heartbeat Failure with DC LOW  alarm. Need to check power issue
MNSRK04 (Edotco): O&M down due to Heartbeat Failure with No power alarm. Need to check form TX part",Alauddin Vai,"DG sites update at 17:00 on 23-01-2023

CC:3
CMNKT15(Edotco): 16:40 23-01-23
CGFTK59(Edotco): 15:36 23-01-23
CMNKT44(AT): 15:23 23-01-23

DHK:1
MNSRK04(Edotco): 16:18 23-01-23


 Bro, plz check RC",2023-01-23 17:34,
254,Alauddin Vai,@Rahabarul Bro please check Tx part,Shifat,"Dear vaia, Please have the feedback 

CMNKT15 (Edotco): O&M down due to Heartbeat Failure with No power alarm. Need to check form TX part
CGFTK59 (Edotco): O&M down due to Heartbeat Failure with DC LOW  alarm. Need to check power issue
CMNKT44 (AT): O&M down due to Heartbeat Failure with DC LOW  alarm. Need to check power issue
MNSRK04 (Edotco): O&M down due to Heartbeat Failure with No power alarm. Need to check form TX part",2023-01-23 17:38,
255,Rahabarul,"CMNKT15 down due to below FHL incident :

Incident Notification:
4 2G & 4 4G Sites in Comilla are down
Severity: C3
FT: 16:40_23/01
ERT: 4 hrs
POP: CMNKT15
Cause: Suspecting fiber issue at FHL end
Area: Laksam & Nangalkot
Unit: FHL
Tracking ID: RDTXM2301231640",,,2023-01-23 17:42,
256,Rahabarul,MNSRK04 : Currently Found Up,,,2023-01-23 17:46,
257,Eric Amit Dada,"Pending Incidents at 18:00_23/01/2023

Fiber Network:

1. 4 2G & 4 4G Sites in Comilla are down
Severity: C3
FT: 16:40_23/01
POP: CMNKT15
Cause: Suspecting fiber issue at FHL end
Area: Laksam & Nangalkot
ERT: Yet to share
Unit: Fiber Ops
Vendor: FHL

2. GPSDR34(Pubail) to NSBLB02(Nayaranpur)  BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 12:58_22/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

3. NGSNG01(Kachpur) to CMDKN01(Gauripur) BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 13:35_23/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

4. NGRPG01(Vulta) to NSSDR53(NS2308) SCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 16:51_23/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: SCL

5. CGCDG41(Boddarhat) to CGKTLT1(Azad …",,,2023-01-23 18:00,Read more
258,Eric Amit Dada,ICMP Delay & Packet Loss Update 23/01/2023 18:00,,,2023-01-23 18:02,
259,Eric Amit Dada,"Network Update
18:00_23/01/2023

PDP SR found 100% in all UGWs

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay/Packet loss in Service Performance Report 

No critical alarms found at PSA Report 

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (12:15_23/01/23)",,,2023-01-23 18:03,
260,Md. Hasib Ur Rahman,"Update of Site Down at 18:00 On 23-01-2023

Region: 2G/3G/4G
National: 33/16/36

DHK_M: 2/1/1
DHK_N: 3/4/9
DHK_S: 1/1/1
DHK_O: 4/2/6
CTG_M: 0/0/0
CTG_N: 1/0/1
CTG_S: 1/2/1
COM: 6/0/6
NOA: 1/0/0
SYL: 1/0/1
MYM: 5/4/5
BAR: 1/1/1
KHL: 1/1/1
KUS: 4/0/1
RAJ: 2/0/2
RANG: 0/0/0",,,2023-01-23 18:03,
261,Txmonitoring,Fiber incident update at 18:00_23/01,,,2023-01-23 18:16,
262,Gowranggo Risi,"The Duty Handover to Evening shift at 14:45 on 23-Jan-2023:

SM: Alauddin Vai
CNM: Amit Da
TX_M: Sajal vai
TX_FLS: Rahabarul vai
RAN_M: Hasib Vai
RAN_FLS: Saif Vai, Arif Vai, Sibbir Vai, Sifat Vai

BO Support Concerns for this week (22 January to 28 January_2023)

CN_BO: CS_ Shankar & PS_ Farhad
TX_BO: Sobuj
RAN_BO: Feroz
OSS: Shakib
IP TNO: Ashraf
TSPR: Monoj
DCN_Net: Zobaarul

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. NGRPGA6 (DITF COW) VIP site. RAN_FLS please …",,,2023-01-23 14:51,Read more
263,Hosna Ara,"Update of Site Down at 15:00 On 23-01-2023

Region: 2G/3G/4G
National: 61/36/64

DHK_M: 1/0/3
DHK_N: 8/8/10_Discrete
DHK_S: 5/3/9
DHK_O: 11/10/9_Discrete
CTG_M: 1/0/0
CTG_N: 4/1/4
CTG_S: 4/1/4
COM: 6/3/6
NOA: 6/3/4
SYL: 4/0/3
MYM: 6/5/6
BAR: 2/1/2
KHL: 1/1/1
KUS: 0/0/1
RAJ: 1/0/1
RANG: 1/0/1",,,2023-01-23 15:04,
264,Eric Amit Dada,ICMP Delay & Packet Loss Update 23/01/2023 15:00,,,2023-01-23 15:04,
265,Eric Amit Dada,"Network Update
15:00_23/01/2023

PDP SR found 100% in all UGWs

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay/Packet loss in Service Performance Report except Akhter-Aamra to Facebook

No critical alarms found at PSA Report 

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (12:15_23/01/23)",,,2023-01-23 15:08,
266,Shifat,"Update of NGRPGA6 (DITF COW- VIP site) at 15:00 On 23-01-2023

2G: ""RX Diversity Lost (AntennaUnitGroup=3_B3_1)"" alarm persist as well as fluctuation observed in History. Concern: e.co 

3G: RSSI found degraded for all cells in last 24 hrs log. Concern: SM CCD

4G: License Key File Fault Alarm persist. Concern: RAN BO.
DL throughput found degraded for NGRPGA6L21B NGRPGA6L21C NGRPGA6L21E NGRPGA6LB & NGRPGA6LE cells. Concern: SM CCD",,,2023-01-23 15:22,
267,Hosna Ara,"Close Notification:
2 2G, 2 3G & 2 4G Sites in Noakhali are up
Severity: C3
FT: 14:19_23/01
RT: 15:05_23/01
DUR: 00:46
Link: NOSNB03-NOSNB05
Cause: Rectifier faulty at NOSNB05
Action: Problematic rectifier replaced by e.co team 
Area: Begumganj & Senbagh
Unit: e.co
TT: INC000017932817",Hosna Ara,"Incident Notification:
2 2G, 2 3G & 2 4G Sites in Noakhali are down
Severity: C3
FT: 14:19_23/01
ERT: 4 hrs
Cause: NOSNB03-NOSNB05 Link down
Area: Begumganj & Senbagh
Unit: e.co
TT: INC000017932817",2023-01-23 15:29,
268,Txmonitoring,Fiber incident update at 15:30_23/01,,,2023-01-23 15:33,
269,Md. Hasib Ur Rahman,"Incident Notification:
3 2G, 3 3G & 3 4G Sites in Chittagong South are down
Severity: C3
FT: 15:24_23/01
ERT: 4 hrs
Cause: CXTKN01-CXTKN02 MW RTN link down
Area: Lama & Teknaf
Unit: e.co
TT: INC000017933369",,,2023-01-23 15:44,
270,Md. Hasib Ur Rahman,"Update of Site Down at 16:00 On 23-01-2023

Region: 2G/3G/4G
National: 54/33/55

DHK_M: 2/0/1
DHK_N: 5/3/8
DHK_S: 5/4/7
DHK_O: 7/4/6
CTG_M: 0/0/0
CTG_N: 4/1/4
CTG_S: 9/4/8
COM: 6/2/5
NOA: 5/7/4
SYL: 1/0/1
MYM: 6/5/6
BAR: 1/1/1
KHL: 1/1/1
KUS: 1/1/2
RAJ: 1/0/1
RANG: 0/0/0",,,2023-01-23 16:04,
271,Sajal,"Incident Notification:
CGCDG41(Boddarhat) to CGKTLT1(Azad Bhaban) Robi DWDM fiber is down
Impact: No outage ( Uday to Bohaddarhat 2*100G are down) 
Severity: C-3
FT: 15:53_23/01
ERT: 06 hrs
Cause: Suspecting fiber cut
Unit: Hamida(Robi Own)
Tracking ID: RDTXM2301231553

FYKI..
Currently no abnormality found at others path",,,2023-01-23 16:09,
272,Md. Hasib Ur Rahman,"Close Notification:
3 2G, 3 3G & 3 4G Sites in Chittagong South are up
Severity: C3
FT: 15:24_23/01
RT: 15:58_23/01
DUR: 00:34
Cause: CXTKN01-CXTKN02 MW RTN link down
Action: e.co team resolved the issue
Area: Lama & Teknaf
Unit: e.co
TT: INC000017933369",Md. Hasib Ur Rahman,"Incident Notification:
3 2G, 3 3G & 3 4G Sites in Chittagong South are down
Severity: C3
FT: 15:24_23/01
ERT: 4 hrs
Cause: CXTKN01-CXTKN02 MW RTN link down
Area: Lama & Teknaf
Unit: e.co
TT: INC000017933369",2023-01-23 16:15,
273,Md. Hasib Ur Rahman,"Incident Notification:
17 2G, 15 3G & 16 4G Sites in Dhaka North & Dhaka Outer are down
Severity: C3
FT: 16:22_23/01
ERT: 4 hrs
POP: NSMND05/NSMND24
Cause: Suspecting fiber issue at FHL end
Area: Belabo, Manohardi & Savar
Unit: FHL
Tracking ID: RDTXM2301231622",,,2023-01-23 16:28,
274,Md. Hasib Ur Rahman,Restored,Md. Hasib Ur Rahman,"Incident Notification:
17 2G, 15 3G & 16 4G Sites in Dhaka North & Dhaka Outer are down
Severity: C3
FT: 16:22_23/01
ERT: 4 hrs
POP: NSMND05/NSMND24
Cause: Suspecting fiber issue at FHL end
Area: Belabo, Manohardi & Savar
Unit: FHL
Tracking ID: RDTXM2301231622",2023-01-23 16:34,
275,Alauddin Vai,plz share close,Md. Hasib Ur Rahman,"Incident Notification:
17 2G, 15 3G & 16 4G Sites in Dhaka North & Dhaka Outer are down
Severity: C3
FT: 16:22_23/01
ERT: 4 hrs
POP: NSMND05/NSMND24
Cause: Suspecting fiber issue at FHL end
Area: Belabo, Manohardi & Savar
Unit: FHL
Tracking ID: RDTXM2301231622",2023-01-23 16:48,
276,Hosna Ara,"Incident Notification:
5 2G & 7 4G Sites in Noakhali are down 
Severity: C3
FT: 11:16_23/01
ERT: 4 hrs
POP: NOSBC28
Cause: Suspecting fiber issue at SCL end
Area: Companiganj, Noakhali Sadar & Subarnachar
Unit: SCL
Tracking ID: RDTXM2301231116",,,2023-01-23 11:25,
277,Hosna Ara,"Incident Notification:
17 2G, 17 3G & 18 4G Sites in Noakhali are down
Severity: C2
FT: 11:29_23/01
ERT: 4 hrs
POP: NOSBC02
Cause: Suspecting fiber issue at SCL end
Area: Companiganj, Hatiya & Subarnachar
Unit: SCL
Tracking ID: RDTXM2301231129",,,2023-01-23 11:38,
278,Hosna Ara,Restored,Hosna Ara,"Incident Notification:
5 2G & 7 4G Sites in Noakhali are down 
Severity: C3
FT: 11:16_23/01
ERT: 4 hrs
POP: NOSBC28
Cause: Suspecting fiber issue at SCL end
Area: Companiganj, Noakhali Sadar & Subarnachar
Unit: SCL
Tracking ID: RDTXM2301231116",2023-01-23 11:42,
279,Mahafuj RNM,"Update of Site Down at 07:00 On 23-01-2023

Region: 2G/3G/4G
National: 22/11/24

DHK_M: 2/1/3
DHK_N: 4/4/5
DHK_S: 0/0/1
DHK_O: 2/1/2
CTG_M: 2/1/1
CTG_N: 3/0/5
CTG_S: 0/0/0
COM: 1/0/0
NOA: 3/0/2
SYL: 3/2/3
MYM: 0/0/0
BAR: 1/1/1
KHL: 1/1/1
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-23 07:01,
280,__omi__,"The Duty Handover to Morning shift at 7:30 on 23-Jan-2023:

SM: Gowranggo da
CNM: Shahin vai
TX_M: Mahbub vai
TX_FLS: Jubair vai
RAN_M: Hosne ara
RAN_FLS: baten vai, baitul

BO Support Concerns for this week (22 January to 28 January_2023)

CN_BO: CS_ Shankar & PS_ Farhad
TX_BO: Sobuj
RAN_BO: Feroz
OSS: Shakib
IP TNO: Ashraf
TSPR: Monoj
DCN_Net: Zobaarul

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. Please don’t open any Core site CR without Jalal Bhai’s concern.
(Bh…",,,2023-01-23 07:34,Read more
281,Gowranggo Risi,CNM: Towhid Vai,You,"The Duty Handover to Morning shift at 7:30 on 23-Jan-2023:

SM: Gowranggo da
CNM: Shahin vai
TX_M: Mahbub vai
TX_FLS: Jubair vai
RAN_M: Hosne ara
RAN_FLS: baten vai, baitul

BO Support Concerns for this week (22 January to 28 January_2023)

CN_BO: CS_ Shankar & PS_ Farhad
TX_BO: Sobuj
RAN_BO: Feroz
OSS: Shakib
IP TNO: Ashraf
TSPR: Monoj
DCN_Net: Zobaarul

Major Concern: 

1. @RANFLS/SM, please check BSC/RNC Voice Traffic degradation, CSSR degradation update email from Network. Insight regular basis. 
@RANFLS from now on post the update every hour. 
@SM, Keep Tableau/Network Availability Dashboard under observation.

2. @RANFLS, don't reset any Gulshan's sites except jalal vai's consent.

3. Please don’t open any Core site CR without Jalal Bhai’s concern.
(Bh",2023-01-23 08:00,
282,Hosna Ara,"Update of Site Down at 08:00 On 23-01-2023

Region: 2G/3G/4G
National: 22/14/25

DHK_M: 2/1/3
DHK_N: 2/4/4
DHK_S: 0/0/1
DHK_O: 1/0/1
CTG_M: 1/1/1
CTG_N: 2/0/3
CTG_S: 1/1/1
COM: 3/0/2
NOA: 2/0/1
SYL: 5/3/5
MYM: 2/2/2
BAR: 1/1/1
KHL: 0/1/0
KUS: 0/0/0
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-23 08:02,
283,Baten Vai,"23-Jan'23@07:30
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-23 08:10,
284,Hosna Ara,"Update of Site Down at 09:00 On 23-01-2023

Region: 2G/3G/4G
National: 20/10/16

DHK_M: 2/0/0
DHK_N: 3/3/2
DHK_S: 0/1/0
DHK_O: 2/1/2
CTG_M: 1/1/1
CTG_N: 3/0/3
CTG_S: 2/1/2
COM: 2/0/1
NOA: 2/0/1
SYL: 0/0/0
MYM: 2/1/2
BAR: 0/1/0
KHL: 0/1/0
KUS: 0/0/0
RAJ: 1/0/2
RANG: 0/0/0",,,2023-01-23 09:05,
285,Txmonitoring,Fiber incident update at 09:00_23/01,,,2023-01-23 09:08,
286,tawhid vai,"Network Update
09:00_23/01/2023

PDP SR found 100% in all UGWs

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay/Packet loss in Service Performance Report 

Some critical alarms found at PSA Report 

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (12:00_22/01/23)",,,2023-01-23 09:14,
287,Baten Vai,"23-Jan'23@08:30
BSC CSSR: No degradation
Voice Traffic: No degradation",,,2023-01-23 09:44,
288,Jahid Vaia,"Pls keep it under observation till for next 24hr, 

if it will go down again then need to diagnosis in details...there could be power settings/NGS/HW issue",Atik Rnm,It was already restored  by reset,2023-01-23 00:21,
289,Fls Rokib,"DHUTT04L21C and DHUTT04LC
If we performed reset the RRU cell will be up. But due to link degraded RRU will be down again. That's why I already escalated to zone in Top fluctuation mail. Need to check connectivity from on site then need to observation if again link degraded alarm coming then need to replace the RRU.",Jahid Vaia,"since when those cells were down..??
those are also reported in Top fluctuation bucket, if RRU is down then what about 2G/3G cell (if shared) ??....
Pls check any logical/NGS issue....give RRU reset (if no findings)",2023-01-23 00:47,
290,Jahid Vaia,"since when those cells were down..??
those are also reported in Top fluctuation bucket, if RRU is down then what about 2G/3G cell (if shared) ??....
Pls check any logical/NGS issue....give RRU reset (if no findings)",Atik Rnm,"Bhaiya, RRU found down",2023-01-22 23:48,
291,Jahid Vaia,"Another point 2 cells are down from two different band (1800 & 2100), if it's single band rru then 2 RRU are down simultaneously (??!!) which is less likely to happen.... let's recheck the logical part.",Jahid Vaia,"since when those cells were down..??
those are also reported in Top fluctuation bucket, if RRU is down then what about 2G/3G cell (if shared) ??....
Pls check any logical/NGS issue....give RRU reset (if no findings)",2023-01-22 23:59,
292,Jahid Vaia,pls also check this mail where e.co is claiming 2G cell(A) is down for logical...,Jahid Vaia,"Another point 2 cells are down from two different band (1800 & 2100), if it's single band rru then 2 RRU are down simultaneously (??!!) which is less likely to happen.... let's recheck the logical part.",2023-01-23 00:02,
293,Mahafuj RNM,"Update of Site Down at 00:00 On 23-01-2023

Region: 2G/3G/4G
National: 15/8/13

DHK_M: 3/1/3
DHK_N: 3/4/4
DHK_S: 0/0/0
DHK_O: 0/0/0
CTG_M: 1/0/0
CTG_N: 2/0/1
CTG_S: 0/0/0
COM: 0/0/0
NOA: 3/0/2
SYL: 1/1/1
MYM: 0/0/0
BAR: 1/1/1
KHL: 0/0/0
KUS: 1/1/1
RAJ: 0/0/0
RANG: 0/0/0",,,2023-01-23 00:02,
294,Atik Rnm,Checking bhaiya,Jahid Vaia,"since when those cells were down..??
those are also reported in Top fluctuation bucket, if RRU is down then what about 2G/3G cell (if shared) ??....
Pls check any logical/NGS issue....give RRU reset (if no findings)",2023-01-23 00:02,
295,Eshtiuk Hossain,"Pending Incidents at 00:00_23/01/2023

Fiber Network:

1. NOSNM29(Sonaimuri Outer) to NOCTK18(Halima Dighirpar) BTCL fiber (Router to Router, Full break) is still down
Impact: No outage
Severity: C-3
FT: 23:00_20/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL, Hamida (Robi Own)

2. GPSDR34(Pubail) to NSBLB02(Nayaranpur)  BTCL DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 12:58_22/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL

3. CGMIR69 to CGDMG29(Akter) BTCL+BR DWDM fiber is down
Impact: No outage
Severity: C-3
FT: 16:24_22/01
ERT: Yet to share
Unit: Fiber Ops
Vendor: BTCL,BR

ICX/IIG:

1. Robi-Vulta to Aamra Secondary IIG route is down
Impact: No outage (Traffic is up through redundant path)
Severity: C-3
FT: 19:42_22/01
ERT: Yet to share
U…",,,2023-01-23 00:05,Read more
296,Txmonitoring,Fiber incident update at 00:00_23/01,,,2023-01-23 00:10,
297,Atik Rnm,"Bhaiya, this is a Multiband RRU, which is also shared in two nodes including 4G (L18C, L21C)and 3G (S3C1) cells. 3G cell also found fluctuating.
RI link failure and Link degraded alarm fluctuating since 12 janaury 2023. there is change activity found on 12 January of CNC team, Suspecting problem arises for this activity, as there is parameter set activity found for this RRU
Currently RRU up and cells are up by resetting RRU.",Jahid Vaia,"since when those cells were down..??
those are also reported in Top fluctuation bucket, if RRU is down then what about 2G/3G cell (if shared) ??....
Pls check any logical/NGS issue....give RRU reset (if no findings)",2023-01-23 00:14,
298,Atik Rnm,It was already restored  by reset,Jahid Vaia,pls also check this mail where e.co is claiming 2G cell(A) is down for logical...,2023-01-23 00:17,
299,Eshtiuk Hossain,"Network Update
00:00_23/01/2023

PDP SR found 100% in all UGWs

Currently no Pending TT in the Core bucket

No Capping observed

No alarm found at ATIC

No Delay/Packet loss in Service Performance Report except Akhter & Alekharchar Aamra to Facebook and Alekharchar SCL to Facebook

No critical alarms found at PSA Report except 54 RAN Critical alarm

CTO and CEBO traces are not running due to some security error

NCEIP QoS related issue raised to TxM/Tx_FLS (12:00_22/01/23)",,,2023-01-23 00:18,
